"schedule_id","travel_date","season","is_holiday","day_of_week","is_weekend","origin","destination","distance_km","travel_time_hrs","base_fare_inr","bus_type","total_seats","cost_per_km","fixed_cost_inr","departure_hour","passengers_booked","occupancy_rate","seats_available","fare_multiplier","actual_fare_inr","total_revenue_inr","variable_cost_inr","total_cost_inr","profit_inr","profit_margin_pct","revenue_per_km","cost_per_seat_km","load_factor","delay_occurred","delay_minutes","on_time"
"SCH0283",2024-10-09,"Festive",FALSE,"Wednesday",FALSE,"CHENNAI KILAMBAKKAM KCBT","NAGERCOIL",680,12.36,1145,"Volvo AC Seater",44,20,2500,20,40,0.909,4,1.442,1650,66000,13600,16100,49900,75.61,97.06,0.5381,0.909,FALSE,0,TRUE
"SCH0284",2024-10-01,"Festive",FALSE,"Tuesday",FALSE,"CHENNAI KILAMBAKKAM KCBT","TIRUNELVELI",631,11.47,1020,"Volvo AC Semi-Sleeper",40,24,3000,20,34,0.85,6,1.273,1300,44200,15144,18144,26056,58.95,70.05,0.7189,0.85,FALSE,0,TRUE
"SCH0285",2024-11-12,"Festive",FALSE,"Tuesday",FALSE,"TIRUNELVELI","TRICHY",315,5.73,510,"Volvo AC Seater",44,20,2500,5,41,0.932,3,1.471,750,30750,6300,8800,21950,71.38,97.62,0.6349,0.932,FALSE,0,TRUE
"SCH0286",2024-10-06,"Festive",FALSE,"Sunday",TRUE,"COIMBATORE","SALEM",165,3,295,"Volvo AC Seater",44,20,2500,5,42,0.955,2,1.394,410,17220,3300,5800,11420,66.32,104.36,0.7989,0.955,FALSE,0,TRUE
"SCH0287",2024-09-22,"Normal",FALSE,"Sunday",TRUE,"TIRUCHENDUR","TRICHY",327,5.95,535,"Volvo AC Sleeper",36,28,3500,22,25,0.694,11,1.12,600,15000,9156,12656,2344,15.63,45.87,1.0751,0.694,FALSE,0,TRUE
"SCH0288",2024-12-31,"Winter",FALSE,"Tuesday",FALSE,"NAGERCOIL","TIRUNELVELI",84,1.53,145,"Volvo AC Sleeper",36,28,3500,14,26,0.722,10,1.132,165,4290,2352,5852,-1562,-36.41,51.07,1.9352,0.722,FALSE,0,TRUE
"SCH0289",2025-02-19,"Winter",FALSE,"Wednesday",FALSE,"CHENNAI KILAMBAKKAM KCBT","MADURAI",463,8.42,740,"Volvo AC Seater",44,20,2500,20,31,0.705,13,1.147,850,26350,9260,11760,14590,55.37,56.91,0.5773,0.705,FALSE,0,TRUE
"SCH0290",2024-10-11,"Festive",FALSE,"Friday",FALSE,"CHENNAI KILAMBAKKAM KCBT","MADURAI",463,8.42,740,"Volvo AC Sleeper",36,28,3500,18,30,0.833,6,1.289,955,28650,12964,16464,12186,42.53,61.88,0.9878,0.833,FALSE,0,TRUE
"SCH0291",2024-12-01,"Winter",FALSE,"Sunday",TRUE,"NAGERCOIL","TIRUNELVELI",84,1.53,145,"Volvo AC Seater",44,20,2500,17,34,0.773,10,1.24,180,6120,1680,4180,1940,31.7,72.86,1.131,0.773,FALSE,0,TRUE
"SCH0292",2024-12-02,"Winter",FALSE,"Monday",FALSE,"CHENNAI KILAMBAKKAM KCBT","TIRUCHENDUR",630,11.45,1050,"Volvo AC Sleeper",36,28,3500,21,26,0.722,10,1.087,1140,29640,17640,21140,8500,28.68,47.05,0.9321,0.722,FALSE,0,TRUE
"SCH0293",2025-01-03,"Winter",FALSE,"Friday",FALSE,"NAGERCOIL","TRICHY",395,7.18,650,"Volvo AC Sleeper",36,28,3500,19,26,0.722,10,1.012,660,17160,11060,14560,2600,15.15,43.44,1.0239,0.722,FALSE,0,TRUE
"SCH0294",2024-10-13,"Festive",FALSE,"Sunday",TRUE,"CHENNAI KILAMBAKKAM KCBT","TIRUNELVELI",631,11.47,1020,"Volvo AC Seater",44,20,2500,5,44,1,0,1.309,1335,58740,12620,15120,43620,74.26,93.09,0.5446,1,FALSE,0,TRUE
"SCH0295",2024-10-09,"Festive",FALSE,"Wednesday",FALSE,"BENGALURU","CHENNAI KILAMBAKKAM KCBT",346,6.29,680,"Volvo AC Sleeper",36,28,3500,10,28,0.778,8,1.205,820,22960,9688,13188,9772,42.56,66.36,1.0588,0.778,FALSE,0,TRUE
"SCH0296",2025-02-12,"Winter",FALSE,"Wednesday",FALSE,"CHENNAI KILAMBAKKAM KCBT","SALEM",337,6.13,535,"Volvo AC Semi-Sleeper",40,24,3000,8,28,0.7,12,1.083,580,16240,8088,11088,5152,31.72,48.19,0.8226,0.7,FALSE,0,TRUE
"SCH0297",2024-12-16,"Winter",FALSE,"Monday",FALSE,"TIRUCHENDUR","MADURAI",195,3.55,320,"Volvo AC Semi-Sleeper",40,24,3000,22,31,0.775,9,1.2,385,11935,4680,7680,4255,35.65,61.21,0.9846,0.775,FALSE,0,TRUE
"SCH0298",2024-10-03,"Festive",FALSE,"Thursday",FALSE,"CHENNAI KILAMBAKKAM KCBT","THANJAVUR",347,6.31,545,"Volvo AC Sleeper",36,28,3500,18,36,1,0,1.491,815,29340,9716,13216,16124,54.96,84.55,1.058,1,TRUE,85,FALSE
"SCH0299",2024-11-22,"Festive",FALSE,"Friday",FALSE,"CHENNAI KILAMBAKKAM KCBT","TRICHY",336,6.11,530,"Volvo AC Sleeper",36,28,3500,10,33,0.917,3,1.454,770,25410,9408,12908,12502,49.2,75.62,1.0671,0.917,FALSE,0,TRUE
"SCH0300",2025-01-18,"Winter",FALSE,"Saturday",TRUE,"MADURAI","TRICHY",135,2.45,220,"Volvo AC Seater",44,20,2500,19,35,0.795,9,1.278,280,9800,2700,5200,4600,46.94,72.59,0.8754,0.795,FALSE,0,TRUE
"SCH0301",2024-12-07,"Winter",FALSE,"Saturday",TRUE,"CHENNAI KILAMBAKKAM KCBT","TIRUNELVELI",631,11.47,1020,"Volvo AC Seater",44,20,2500,18,34,0.773,10,1.29,1315,44710,12620,15120,29590,66.18,70.86,0.5446,0.773,FALSE,0,TRUE
"SCH0302",2024-09-21,"Normal",FALSE,"Saturday",TRUE,"THANJAVUR","TRICHY",77,1.4,120,"Volvo AC Semi-Sleeper",40,24,3000,8,30,0.75,10,1.22,145,4350,1848,4848,-498,-11.45,56.49,1.574,0.75,FALSE,0,TRUE
"SCH0303",2024-11-15,"Festive",TRUE,"Friday",FALSE,"CHENNAI KILAMBAKKAM KCBT","TIRUCHENDUR",630,11.45,1050,"Volvo AC Sleeper",36,28,3500,18,36,1,0,1.439,1510,54360,17640,21140,33220,61.11,86.29,0.9321,1,FALSE,0,TRUE
"SCH0304",2024-12-03,"Winter",FALSE,"Tuesday",FALSE,"CHENNAI KILAMBAKKAM KCBT","TIRUCHENDUR",630,11.45,1050,"Volvo AC Seater",44,20,2500,20,31,0.705,13,1.096,1150,35650,12600,15100,20550,57.64,56.59,0.5447,0.705,FALSE,0,TRUE
"SCH0305",2024-10-05,"Festive",FALSE,"Saturday",TRUE,"BENGALURU","CHENNAI KILAMBAKKAM KCBT",346,6.29,680,"Volvo AC Sleeper",36,28,3500,20,35,0.972,1,1.464,995,34825,9688,13188,21637,62.13,100.65,1.0588,0.972,FALSE,0,TRUE
"SCH0306",2024-09-30,"Normal",FALSE,"Monday",FALSE,"COIMBATORE","SALEM",165,3,295,"Volvo AC Sleeper",36,28,3500,20,24,0.667,12,1.092,320,7680,4620,8120,-440,-5.73,46.55,1.367,0.667,FALSE,0,TRUE
"SCH0307",2025-02-25,"Winter",FALSE,"Tuesday",FALSE,"CHENNAI KILAMBAKKAM KCBT","MADURAI",463,8.42,740,"Volvo AC Semi-Sleeper",40,24,3000,18,31,0.775,9,1.227,910,28210,11112,14112,14098,49.98,60.93,0.762,0.775,FALSE,0,TRUE
"SCH0308",2025-02-22,"Winter",FALSE,"Saturday",TRUE,"TIRUCHENDUR","MADURAI",195,3.55,320,"Volvo AC Sleeper",36,28,3500,19,32,0.889,4,1.222,390,12480,5460,8960,3520,28.21,64,1.2764,0.889,FALSE,0,TRUE
"SCH0309",2024-12-27,"Winter",FALSE,"Friday",FALSE,"TIRUNELVELI","TRICHY",315,5.73,510,"Volvo AC Semi-Sleeper",40,24,3000,8,30,0.75,10,1.172,600,18000,7560,10560,7440,41.33,57.14,0.8381,0.75,FALSE,0,TRUE
"SCH0310",2024-11-06,"Festive",FALSE,"Wednesday",FALSE,"CHENNAI KILAMBAKKAM KCBT","MADURAI",463,8.42,740,"Volvo AC Sleeper",36,28,3500,6,31,0.861,5,1.159,860,26660,12964,16464,10196,38.24,57.58,0.9878,0.861,FALSE,0,TRUE
"SCH0311",2024-12-24,"Winter",FALSE,"Tuesday",FALSE,"NAGERCOIL","TIRUNELVELI",84,1.53,145,"Volvo AC Semi-Sleeper",40,24,3000,6,33,0.825,7,1.248,180,5940,2016,5016,924,15.56,70.71,1.4929,0.825,FALSE,0,TRUE
"SCH0312",2024-12-30,"Winter",FALSE,"Monday",FALSE,"CHENNAI KILAMBAKKAM KCBT","SALEM",337,6.13,535,"Volvo AC Semi-Sleeper",40,24,3000,22,29,0.725,11,1.064,570,16530,8088,11088,5442,32.92,49.05,0.8226,0.725,FALSE,0,TRUE
"SCH0313",2024-11-21,"Festive",FALSE,"Thursday",FALSE,"TIRUCHENDUR","TRICHY",327,5.95,535,"Volvo AC Sleeper",36,28,3500,21,36,1,0,1.345,720,25920,9156,12656,13264,51.17,79.27,1.0751,1,FALSE,0,TRUE
"SCH0314",2024-12-05,"Winter",FALSE,"Thursday",FALSE,"CHENNAI KILAMBAKKAM KCBT","TIRUNELVELI",631,11.47,1020,"Volvo AC Sleeper",36,28,3500,19,26,0.722,10,1.112,1135,29510,17668,21168,8342,28.27,46.77,0.9319,0.722,FALSE,0,TRUE
"SCH0315",2024-12-11,"Winter",FALSE,"Wednesday",FALSE,"TIRUNELVELI","TRICHY",315,5.73,510,"Volvo AC Semi-Sleeper",40,24,3000,21,31,0.775,9,1.275,650,20150,7560,10560,9590,47.59,63.97,0.8381,0.775,TRUE,44,FALSE
"SCH0316",2025-02-17,"Winter",FALSE,"Monday",FALSE,"CHENNAI KILAMBAKKAM KCBT","TRICHY",336,6.11,530,"Volvo AC Semi-Sleeper",40,24,3000,8,24,0.6,16,1.069,565,13560,8064,11064,2496,18.41,40.36,0.8232,0.6,FALSE,0,TRUE
"SCH0317",2025-02-15,"Winter",FALSE,"Saturday",TRUE,"TIRUCHENDUR","TRICHY",327,5.95,535,"Volvo AC Sleeper",36,28,3500,21,29,0.806,7,1.157,620,17980,9156,12656,5324,29.61,54.98,1.0751,0.806,FALSE,0,TRUE
"SCH0318",2025-02-17,"Winter",FALSE,"Monday",FALSE,"TIRUCHENDUR","MADURAI",195,3.55,320,"Volvo AC Sleeper",36,28,3500,22,26,0.722,10,1.068,340,8840,5460,8960,-120,-1.36,45.33,1.2764,0.722,FALSE,0,TRUE
"SCH0319",2024-12-05,"Winter",FALSE,"Thursday",FALSE,"CHENNAI KILAMBAKKAM KCBT","TIRUPPUR",480,8.73,750,"Volvo AC Semi-Sleeper",40,24,3000,22,27,0.675,13,1.115,835,22545,11520,14520,8025,35.6,46.97,0.7562,0.675,FALSE,0,TRUE
"SCH0320",2024-09-26,"Normal",FALSE,"Thursday",FALSE,"CHENNAI KILAMBAKKAM KCBT","MADURAI",463,8.42,740,"Volvo AC Semi-Sleeper",40,24,3000,18,23,0.575,17,1.039,770,17710,11112,14112,3598,20.32,38.25,0.762,0.575,FALSE,0,TRUE
"SCH0321",2025-01-19,"Winter",FALSE,"Sunday",TRUE,"CHENNAI KILAMBAKKAM KCBT","SALEM",337,6.13,535,"Volvo AC Seater",44,20,2500,22,38,0.864,6,1.183,635,24130,6740,9240,14890,61.71,71.6,0.6231,0.864,FALSE,0,TRUE
"SCH0322",2025-01-26,"Winter",TRUE,"Sunday",TRUE,"TIRUPPUR","SALEM",132,2.4,210,"Volvo AC Semi-Sleeper",40,24,3000,19,39,0.975,1,1.346,285,11115,3168,6168,4947,44.51,84.2,1.1682,0.975,TRUE,30,FALSE
"SCH0323",2025-01-26,"Winter",TRUE,"Sunday",TRUE,"THANJAVUR","TRICHY",77,1.4,120,"Volvo AC Sleeper",36,28,3500,17,29,0.806,7,1.235,150,4350,2156,5656,-1306,-30.02,56.49,2.0404,0.806,FALSE,0,TRUE
"SCH0324",2024-12-03,"Winter",FALSE,"Tuesday",FALSE,"TIRUNELVELI","TRICHY",315,5.73,510,"Volvo AC Seater",44,20,2500,17,33,0.75,11,1.226,625,20625,6300,8800,11825,57.33,65.48,0.6349,0.75,FALSE,0,TRUE
"SCH0325",2025-02-16,"Winter",FALSE,"Sunday",TRUE,"CHENNAI KILAMBAKKAM KCBT","MADURAI",463,8.42,740,"Volvo AC Semi-Sleeper",40,24,3000,18,29,0.725,11,1.017,755,21895,11112,14112,7783,35.55,47.29,0.762,0.725,FALSE,0,TRUE
"SCH0326",2025-01-14,"Winter",TRUE,"Tuesday",FALSE,"CHENNAI KILAMBAKKAM KCBT","MADURAI",463,8.42,740,"Volvo AC Semi-Sleeper",40,24,3000,8,30,0.75,10,1.204,890,26700,11112,14112,12588,47.15,57.67,0.762,0.75,FALSE,0,TRUE
"SCH0327",2025-02-14,"Winter",FALSE,"Friday",FALSE,"NAGERCOIL","MADURAI",241,4.38,420,"Volvo AC Sleeper",36,28,3500,18,27,0.75,9,1.193,500,13500,6748,10248,3252,24.09,56.02,1.1812,0.75,FALSE,0,TRUE
"SCH0328",2024-11-20,"Festive",FALSE,"Wednesday",FALSE,"CHENNAI KILAMBAKKAM KCBT","NAGERCOIL",680,12.36,1145,"Volvo AC Seater",44,20,2500,21,37,0.841,7,1.179,1350,49950,13600,16100,33850,67.77,73.46,0.5381,0.841,FALSE,0,TRUE
"SCH0329",2024-11-21,"Festive",FALSE,"Thursday",FALSE,"NAGERCOIL","TRICHY",395,7.18,650,"Volvo AC Semi-Sleeper",40,24,3000,8,38,0.95,2,1.393,905,34390,9480,12480,21910,63.71,87.06,0.7899,0.95,FALSE,0,TRUE
"SCH0330",2024-12-15,"Winter",FALSE,"Sunday",TRUE,"TIRUNELVELI","MADURAI",175,3.18,280,"Volvo AC Semi-Sleeper",40,24,3000,18,32,0.8,8,1.152,325,10400,4200,7200,3200,30.77,59.43,1.0286,0.8,FALSE,0,TRUE
"SCH0331",2024-12-28,"Winter",FALSE,"Saturday",TRUE,"NAGERCOIL","MADURAI",241,4.38,420,"Volvo AC Sleeper",36,28,3500,20,30,0.833,6,1.172,490,14700,6748,10248,4452,30.29,61,1.1812,0.833,FALSE,0,TRUE
"SCH0332",2024-09-11,"Normal",FALSE,"Wednesday",FALSE,"MADURAI","TRICHY",135,2.45,220,"Volvo AC Seater",44,20,2500,8,27,0.614,17,1.087,240,6480,2700,5200,1280,19.75,48,0.8754,0.614,FALSE,0,TRUE
"SCH0333",2024-12-22,"Winter",FALSE,"Sunday",TRUE,"TIRUPPUR","SALEM",132,2.4,210,"Volvo AC Sleeper",36,28,3500,17,26,0.722,10,1.121,235,6110,3696,7196,-1086,-17.77,46.29,1.5143,0.722,FALSE,0,TRUE
"SCH0334",2024-12-17,"Winter",FALSE,"Tuesday",FALSE,"TIRUNELVELI","TRICHY",315,5.73,510,"Volvo AC Sleeper",36,28,3500,8,28,0.778,8,1.228,625,17500,8820,12320,5180,29.6,55.56,1.0864,0.778,FALSE,0,TRUE
"SCH0335",2025-01-08,"Winter",FALSE,"Wednesday",FALSE,"NAGERCOIL","MADURAI",241,4.38,420,"Volvo AC Semi-Sleeper",40,24,3000,22,29,0.725,11,1.047,440,12760,5784,8784,3976,31.16,52.95,0.9112,0.725,FALSE,0,TRUE
"SCH0336",2025-01-25,"Winter",FALSE,"Saturday",TRUE,"NAGERCOIL","MADURAI",241,4.38,420,"Volvo AC Seater",44,20,2500,8,34,0.773,10,1.3,545,18530,4820,7320,11210,60.5,76.89,0.6903,0.773,FALSE,0,TRUE
"SCH0337",2025-01-19,"Winter",FALSE,"Sunday",TRUE,"CHENNAI KILAMBAKKAM KCBT","MADURAI",463,8.42,740,"Volvo AC Semi-Sleeper",40,24,3000,18,32,0.8,8,1.292,955,30560,11112,14112,16448,53.82,66,0.762,0.8,FALSE,0,TRUE
"SCH0338",2024-10-01,"Festive",FALSE,"Tuesday",FALSE,"TIRUNELVELI","TRICHY",315,5.73,510,"Volvo AC Sleeper",36,28,3500,17,35,0.972,1,1.389,710,24850,8820,12320,12530,50.42,78.89,1.0864,0.972,FALSE,0,TRUE
"SCH0339",2025-02-05,"Winter",FALSE,"Wednesday",FALSE,"CHENNAI KILAMBAKKAM KCBT","SALEM",337,6.13,535,"Volvo AC Sleeper",36,28,3500,14,24,0.667,12,1.042,555,13320,9436,12936,384,2.88,39.53,1.0663,0.667,FALSE,0,TRUE
"SCH0340",2024-12-24,"Winter",FALSE,"Tuesday",FALSE,"NAGERCOIL","MADURAI",241,4.38,420,"Volvo AC Semi-Sleeper",40,24,3000,18,27,0.675,13,1.041,435,11745,5784,8784,2961,25.21,48.73,0.9112,0.675,FALSE,0,TRUE
"SCH0341",2024-09-22,"Normal",FALSE,"Sunday",TRUE,"MADURAI","TRICHY",135,2.45,220,"Volvo AC Seater",44,20,2500,17,30,0.682,14,1.051,230,6900,2700,5200,1700,24.64,51.11,0.8754,0.682,FALSE,0,TRUE
"SCH0342",2024-12-03,"Winter",FALSE,"Tuesday",FALSE,"CHENNAI KILAMBAKKAM KCBT","TIRUNELVELI",631,11.47,1020,"Volvo AC Sleeper",36,28,3500,10,22,0.611,14,1.003,1025,22550,17668,21168,1382,6.13,35.74,0.9319,0.611,FALSE,0,TRUE
"SCH0343",2024-09-16,"Normal",FALSE,"Monday",FALSE,"CHENNAI KILAMBAKKAM KCBT","THANJAVUR",347,6.31,545,"Volvo AC Seater",44,20,2500,6,31,0.705,13,1.114,605,18755,6940,9440,9315,49.67,54.05,0.6183,0.705,FALSE,0,TRUE
"SCH0344",2025-02-11,"Winter",FALSE,"Tuesday",FALSE,"THANJAVUR","TRICHY",77,1.4,120,"Volvo AC Sleeper",36,28,3500,20,26,0.722,10,1.067,130,3380,2156,5656,-2276,-67.34,43.9,2.0404,0.722,FALSE,0,TRUE
"SCH0345",2025-02-25,"Winter",FALSE,"Tuesday",FALSE,"COIMBATORE","SALEM",165,3,295,"Volvo AC Semi-Sleeper",40,24,3000,17,29,0.725,11,1.09,320,9280,3960,6960,2320,25,56.24,1.0545,0.725,FALSE,0,TRUE
"SCH0346",2025-02-08,"Winter",FALSE,"Saturday",TRUE,"MADURAI","TRICHY",135,2.45,220,"Volvo AC Sleeper",36,28,3500,19,29,0.806,7,1.264,280,8120,3780,7280,840,10.34,60.15,1.4979,0.806,FALSE,0,TRUE
"SCH0347",2025-02-03,"Winter",FALSE,"Monday",FALSE,"THANJAVUR","TRICHY",77,1.4,120,"Volvo AC Sleeper",36,28,3500,21,25,0.694,11,1.005,120,3000,2156,5656,-2656,-88.53,38.96,2.0404,0.694,FALSE,0,TRUE
"SCH0348",2025-02-24,"Winter",FALSE,"Monday",FALSE,"NAGERCOIL","TRICHY",395,7.18,650,"Volvo AC Sleeper",36,28,3500,17,24,0.667,12,1.028,670,16080,11060,14560,1520,9.45,40.71,1.0239,0.667,FALSE,0,TRUE
"SCH0349",2024-09-12,"Normal",FALSE,"Thursday",FALSE,"BENGALURU","CHENNAI KILAMBAKKAM KCBT",346,6.29,680,"Volvo AC Sleeper",36,28,3500,17,26,0.722,10,1.005,685,17810,9688,13188,4622,25.95,51.47,1.0588,0.722,FALSE,0,TRUE
"SCH0350",2025-02-28,"Winter",FALSE,"Friday",FALSE,"MADURAI","TRICHY",135,2.45,220,"Volvo AC Sleeper",36,28,3500,7,22,0.611,14,1.141,250,5500,3780,7280,-1780,-32.36,40.74,1.4979,0.611,FALSE,0,TRUE
"SCH0351",2025-02-03,"Winter",FALSE,"Monday",FALSE,"CHENNAI KILAMBAKKAM KCBT","TRICHY",336,6.11,530,"Volvo AC Sleeper",36,28,3500,19,27,0.75,9,1.206,640,17280,9408,12908,4372,25.3,51.43,1.0671,0.75,FALSE,0,TRUE
"SCH0352",2024-11-05,"Festive",FALSE,"Tuesday",FALSE,"CHENNAI KILAMBAKKAM KCBT","TRICHY",336,6.11,530,"Volvo AC Sleeper",36,28,3500,10,30,0.833,6,1.245,660,19800,9408,12908,6892,34.81,58.93,1.0671,0.833,FALSE,0,TRUE
"SCH0353",2024-10-20,"Festive",FALSE,"Sunday",TRUE,"CHENNAI KILAMBAKKAM KCBT","NAGERCOIL",680,12.36,1145,"Volvo AC Sleeper",36,28,3500,18,35,0.972,1,1.484,1700,59500,19040,22540,36960,62.12,87.5,0.9208,0.972,FALSE,0,TRUE
"SCH0354",2025-02-22,"Winter",FALSE,"Saturday",TRUE,"CHENNAI KILAMBAKKAM KCBT","TIRUPPUR",480,8.73,750,"Volvo AC Semi-Sleeper",40,24,3000,17,30,0.75,10,1.187,890,26700,11520,14520,12180,45.62,55.62,0.7562,0.75,FALSE,0,TRUE
"SCH0355",2025-02-26,"Winter",TRUE,"Wednesday",FALSE,"TIRUNELVELI","TRICHY",315,5.73,510,"Volvo AC Seater",44,20,2500,10,34,0.773,10,1.206,615,20910,6300,8800,12110,57.91,66.38,0.6349,0.773,FALSE,0,TRUE
"SCH0356",2024-12-26,"Winter",FALSE,"Thursday",FALSE,"CHENNAI KILAMBAKKAM KCBT","SALEM",337,6.13,535,"Volvo AC Sleeper",36,28,3500,22,30,0.833,6,1.201,645,19350,9436,12936,6414,33.15,57.42,1.0663,0.833,FALSE,0,TRUE
"SCH0357",2025-01-12,"Winter",FALSE,"Sunday",TRUE,"CHENNAI KILAMBAKKAM KCBT","TIRUPPUR",480,8.73,750,"Volvo AC Semi-Sleeper",40,24,3000,21,34,0.85,6,1.256,940,31960,11520,14520,17440,54.57,66.58,0.7562,0.85,FALSE,0,TRUE
"SCH0358",2025-01-06,"Winter",FALSE,"Monday",FALSE,"TIRUNELVELI","MADURAI",175,3.18,280,"Volvo AC Seater",44,20,2500,10,25,0.568,19,1.121,315,7875,3500,6000,1875,23.81,45,0.7792,0.568,FALSE,0,TRUE
"SCH0359",2024-12-31,"Winter",FALSE,"Tuesday",FALSE,"CHENNAI KILAMBAKKAM KCBT","MADURAI",463,8.42,740,"Volvo AC Sleeper",36,28,3500,22,26,0.722,10,1.077,795,20670,12964,16464,4206,20.35,44.64,0.9878,0.722,FALSE,0,TRUE
"SCH0360",2025-01-21,"Winter",FALSE,"Tuesday",FALSE,"CHENNAI KILAMBAKKAM KCBT","COIMBATORE",497,9.04,825,"Volvo AC Seater",44,20,2500,18,30,0.682,14,1.081,890,26700,9940,12440,14260,53.41,53.72,0.5689,0.682,FALSE,0,TRUE
"SCH0361",2025-01-25,"Winter",FALSE,"Saturday",TRUE,"MADURAI","TRICHY",135,2.45,220,"Volvo AC Semi-Sleeper",40,24,3000,22,29,0.725,11,1.139,250,7250,3240,6240,1010,13.93,53.7,1.1556,0.725,FALSE,0,TRUE
"SCH0362",2024-10-29,"Festive",FALSE,"Tuesday",FALSE,"NAGERCOIL","TRICHY",395,7.18,650,"Volvo AC Seater",44,20,2500,19,39,0.886,5,1.228,800,31200,7900,10400,20800,66.67,78.99,0.5984,0.886,FALSE,0,TRUE
"SCH0363",2024-09-03,"Normal",FALSE,"Tuesday",FALSE,"TIRUCHENDUR","MADURAI",195,3.55,320,"Volvo AC Sleeper",36,28,3500,20,24,0.667,12,1.003,320,7680,5460,8960,-1280,-16.67,39.38,1.2764,0.667,TRUE,12,FALSE
"SCH0364",2024-12-06,"Winter",FALSE,"Friday",FALSE,"CHENNAI KILAMBAKKAM KCBT","MADURAI",463,8.42,740,"Volvo AC Sleeper",36,28,3500,17,25,0.694,11,1.084,800,20000,12964,16464,3536,17.68,43.2,0.9878,0.694,FALSE,0,TRUE
"SCH0365",2024-10-03,"Festive",FALSE,"Thursday",FALSE,"CHENNAI KILAMBAKKAM KCBT","TIRUCHENDUR",630,11.45,1050,"Volvo AC Seater",44,20,2500,19,44,1,0,1.478,1550,68200,12600,15100,53100,77.86,108.25,0.5447,1,FALSE,0,TRUE
"SCH0366",2024-10-18,"Festive",FALSE,"Friday",FALSE,"NAGERCOIL","MADURAI",241,4.38,420,"Volvo AC Sleeper",36,28,3500,18,26,0.722,10,1.039,435,11310,6748,10248,1062,9.39,46.93,1.1812,0.722,FALSE,0,TRUE
"SCH0367",2024-11-14,"Festive",FALSE,"Thursday",FALSE,"NAGERCOIL","TIRUNELVELI",84,1.53,145,"Volvo AC Seater",44,20,2500,17,41,0.932,3,1.417,205,8405,1680,4180,4225,50.27,100.06,1.131,0.932,FALSE,0,TRUE
"SCH0368",2024-12-09,"Winter",FALSE,"Monday",FALSE,"CHENNAI KILAMBAKKAM KCBT","COIMBATORE",497,9.04,825,"Volvo AC Semi-Sleeper",40,24,3000,10,28,0.7,12,1.023,845,23660,11928,14928,8732,36.91,47.61,0.7509,0.7,FALSE,0,TRUE
"SCH0369",2024-12-17,"Winter",FALSE,"Tuesday",FALSE,"CHENNAI KILAMBAKKAM KCBT","TIRUPPUR",480,8.73,750,"Volvo AC Semi-Sleeper",40,24,3000,14,31,0.775,9,1.188,890,27590,11520,14520,13070,47.37,57.48,0.7562,0.775,FALSE,0,TRUE
"SCH0370",2024-10-15,"Festive",FALSE,"Tuesday",FALSE,"NAGERCOIL","TRICHY",395,7.18,650,"Volvo AC Semi-Sleeper",40,24,3000,19,34,0.85,6,1.208,785,26690,9480,12480,14210,53.24,67.57,0.7899,0.85,FALSE,0,TRUE
"SCH0371",2024-09-10,"Normal",FALSE,"Tuesday",FALSE,"TIRUPPUR","SALEM",132,2.4,210,"Volvo AC Sleeper",36,28,3500,19,22,0.611,14,1.094,230,5060,3696,7196,-2136,-42.21,38.33,1.5143,0.611,FALSE,0,TRUE
"SCH0372",2025-02-17,"Winter",FALSE,"Monday",FALSE,"BENGALURU","CHENNAI KILAMBAKKAM KCBT",346,6.29,680,"Volvo AC Semi-Sleeper",40,24,3000,6,24,0.6,16,1.11,755,18120,8304,11304,6816,37.62,52.37,0.8168,0.6,FALSE,0,TRUE
"SCH0373",2024-09-24,"Normal",FALSE,"Tuesday",FALSE,"CHENNAI KILAMBAKKAM KCBT","TRICHY",336,6.11,530,"Volvo AC Seater",44,20,2500,6,28,0.636,16,1.056,560,15680,6720,9220,6460,41.2,46.67,0.6236,0.636,TRUE,78,FALSE
"SCH0374",2024-12-01,"Winter",FALSE,"Sunday",TRUE,"CHENNAI KILAMBAKKAM KCBT","TIRUPPUR",480,8.73,750,"Volvo AC Sleeper",36,28,3500,6,35,0.972,1,1.413,1060,37100,13440,16940,20160,54.34,77.29,0.9803,0.972,FALSE,0,TRUE
"SCH0375",2025-01-24,"Winter",FALSE,"Friday",FALSE,"CHENNAI KILAMBAKKAM KCBT","TIRUPPUR",480,8.73,750,"Volvo AC Semi-Sleeper",40,24,3000,10,32,0.8,8,1.222,915,29280,11520,14520,14760,50.41,61,0.7562,0.8,FALSE,0,TRUE
"SCH0376",2024-10-29,"Festive",FALSE,"Tuesday",FALSE,"CHENNAI KILAMBAKKAM KCBT","TIRUCHENDUR",630,11.45,1050,"Volvo AC Sleeper",36,28,3500,18,36,1,0,1.36,1430,51480,17640,21140,30340,58.94,81.71,0.9321,1,FALSE,0,TRUE
"SCH0377",2025-01-15,"Winter",TRUE,"Wednesday",FALSE,"TIRUCHENDUR","TRICHY",327,5.95,535,"Volvo AC Sleeper",36,28,3500,6,32,0.889,4,1.154,615,19680,9156,12656,7024,35.69,60.18,1.0751,0.889,TRUE,24,FALSE
"SCH0378",2024-10-23,"Festive",FALSE,"Wednesday",FALSE,"MADURAI","TRICHY",135,2.45,220,"Volvo AC Sleeper",36,28,3500,6,35,0.972,1,1.346,295,10325,3780,7280,3045,29.49,76.48,1.4979,0.972,FALSE,0,TRUE
