"booking_id","schedule_id","origin","destination","travel_date","season","is_holiday","bus_type","distance_km","days_in_advance","booking_channel","seat_class","passenger_type","fare_paid_inr","cancellation","refund_inr","net_revenue_inr"
"BK03246","SCH0088","CHENNAI KILAMBAKKAM KCBT","THANJAVUR",2024-11-03,"Festive",FALSE,"Volvo AC Semi-Sleeper",347,10,"Online","Semi-Sleeper","Student",450,FALSE,0,450
"BK03247","SCH0167","NAGERCOIL","TRICHY",2024-11-16,"Festive",FALSE,"Volvo AC Sleeper",395,23,"Agent","Seater","Adult",555,FALSE,0,555
"BK03248","SCH0490","NAGERCOIL","TRICHY",2025-02-25,"Winter",FALSE,"Volvo AC Sleeper",395,1,"Counter","Sleeper","Adult",890,FALSE,0,890
"BK03249","SCH0478","CHENNAI KILAMBAKKAM KCBT","SALEM",2024-10-31,"Festive",FALSE,"Volvo AC Sleeper",337,6,"Online","Semi-Sleeper","Senior",510,FALSE,0,510
"BK03250","SCH0405","NAGERCOIL","MADURAI",2024-12-29,"Winter",FALSE,"Volvo AC Semi-Sleeper",241,14,"Phone","Seater","Student",335,FALSE,0,335
"BK03251","SCH0112","CHENNAI KILAMBAKKAM KCBT","COIMBATORE",2024-09-24,"Normal",FALSE,"Volvo AC Sleeper",497,0,"Online","Semi-Sleeper","Senior",1065,FALSE,0,1065
"BK03252","SCH0488","CHENNAI KILAMBAKKAM KCBT","TIRUCHENDUR",2025-02-04,"Winter",FALSE,"Volvo AC Semi-Sleeper",630,7,"Counter","Semi-Sleeper","Child",545,TRUE,409,136
"BK03253","SCH0146","TIRUNELVELI","MADURAI",2024-11-27,"Festive",FALSE,"Volvo AC Sleeper",175,16,"Agent","Semi-Sleeper","Adult",235,FALSE,0,235
"BK03254","SCH0030","NAGERCOIL","MADURAI",2024-10-02,"Festive",TRUE,"Volvo AC Seater",241,30,"Online","Seater","Student",300,FALSE,0,300
"BK03255","SCH0405","NAGERCOIL","MADURAI",2024-12-29,"Winter",FALSE,"Volvo AC Semi-Sleeper",241,22,"Online","Sleeper","Adult",380,FALSE,0,380
"BK03256","SCH0017","CHENNAI KILAMBAKKAM KCBT","TIRUNELVELI",2024-11-11,"Festive",FALSE,"Volvo AC Seater",631,0,"Agent","Seater","Adult",1385,FALSE,0,1385
"BK03257","SCH0358","TIRUNELVELI","MADURAI",2025-01-06,"Winter",FALSE,"Volvo AC Seater",175,3,"Agent","Semi-Sleeper","Adult",340,FALSE,0,340
"BK03258","SCH0448","NAGERCOIL","MADURAI",2025-01-08,"Winter",FALSE,"Volvo AC Sleeper",241,1,"Online","Semi-Sleeper","Senior",545,FALSE,0,545
"BK03259","SCH0052","NAGERCOIL","MADURAI",2024-10-08,"Festive",FALSE,"Volvo AC Semi-Sleeper",241,13,"Counter","Sleeper","Adult",395,FALSE,0,395
"BK03260","SCH0099","COIMBATORE","SALEM",2025-02-25,"Winter",FALSE,"Volvo AC Sleeper",165,19,"Counter","Sleeper","Adult",270,FALSE,0,270
"BK03261","SCH0188","CHENNAI KILAMBAKKAM KCBT","TIRUCHENDUR",2025-01-29,"Winter",FALSE,"Volvo AC Semi-Sleeper",630,10,"Online","Sleeper","Adult",980,FALSE,0,980
"BK03262","SCH0135","TIRUPPUR","SALEM",2025-01-15,"Winter",TRUE,"Volvo AC Sleeper",132,6,"Online","Semi-Sleeper","Adult",215,FALSE,0,215
"BK03263","SCH0184","CHENNAI KILAMBAKKAM KCBT","TIRUPPUR",2024-10-31,"Festive",FALSE,"Volvo AC Semi-Sleeper",480,22,"Online","Seater","Adult",680,FALSE,0,680
"BK03264","SCH0277","CHENNAI KILAMBAKKAM KCBT","TIRUNELVELI",2024-11-06,"Festive",FALSE,"Volvo AC Sleeper",631,22,"Counter","Semi-Sleeper","Adult",900,FALSE,0,900
"BK03265","SCH0456","TIRUCHENDUR","MADURAI",2024-11-20,"Festive",FALSE,"Volvo AC Sleeper",195,27,"Online","Semi-Sleeper","Adult",260,FALSE,0,260
"BK03266","SCH0093","TIRUNELVELI","MADURAI",2024-11-18,"Festive",FALSE,"Volvo AC Semi-Sleeper",175,4,"Online","Sleeper","Adult",305,TRUE,229,76
"BK03267","SCH0305","BENGALURU","CHENNAI KILAMBAKKAM KCBT",2024-10-05,"Festive",FALSE,"Volvo AC Sleeper",346,10,"Online","Semi-Sleeper","Adult",650,FALSE,0,650
"BK03268","SCH0037","CHENNAI KILAMBAKKAM KCBT","TIRUNELVELI",2025-02-02,"Winter",FALSE,"Volvo AC Sleeper",631,8,"Counter","Semi-Sleeper","Adult",955,FALSE,0,955
"BK03269","SCH0264","CHENNAI KILAMBAKKAM KCBT","TRICHY",2025-02-12,"Winter",FALSE,"Volvo AC Semi-Sleeper",336,4,"Online","Semi-Sleeper","Adult",545,FALSE,0,545
"BK03270","SCH0253","CHENNAI KILAMBAKKAM KCBT","TIRUNELVELI",2024-10-23,"Festive",FALSE,"Volvo AC Seater",631,4,"Counter","Seater","Senior",945,FALSE,0,945
"BK03271","SCH0348","NAGERCOIL","TRICHY",2025-02-24,"Winter",FALSE,"Volvo AC Sleeper",395,1,"Online","Semi-Sleeper","Adult",835,TRUE,626,209
"BK03272","SCH0391","NAGERCOIL","TIRUNELVELI",2024-12-28,"Winter",FALSE,"Volvo AC Seater",84,4,"Counter","Semi-Sleeper","Adult",155,FALSE,0,155
"BK03273","SCH0341","MADURAI","TRICHY",2024-09-22,"Normal",FALSE,"Volvo AC Seater",135,3,"Counter","Sleeper","Adult",255,FALSE,0,255
"BK03274","SCH0343","CHENNAI KILAMBAKKAM KCBT","THANJAVUR",2024-09-16,"Normal",FALSE,"Volvo AC Seater",347,17,"Counter","Sleeper","Adult",500,FALSE,0,500
"BK03275","SCH0472","NAGERCOIL","MADURAI",2024-12-24,"Winter",FALSE,"Volvo AC Seater",241,6,"Online","Semi-Sleeper","Adult",440,FALSE,0,440
"BK03276","SCH0074","CHENNAI KILAMBAKKAM KCBT","THANJAVUR",2024-10-22,"Festive",FALSE,"Volvo AC Sleeper",347,14,"Online","Semi-Sleeper","Adult",525,FALSE,0,525
"BK03277","SCH0435","CHENNAI KILAMBAKKAM KCBT","SALEM",2024-12-24,"Winter",FALSE,"Volvo AC Sleeper",337,1,"Online","Semi-Sleeper","Adult",780,FALSE,0,780
"BK03278","SCH0299","CHENNAI KILAMBAKKAM KCBT","TRICHY",2024-11-22,"Festive",FALSE,"Volvo AC Sleeper",336,4,"Counter","Semi-Sleeper","Senior",490,FALSE,0,490
"BK03279","SCH0176","NAGERCOIL","TRICHY",2024-10-03,"Festive",FALSE,"Volvo AC Seater",395,11,"Online","Sleeper","Adult",595,FALSE,0,595
"BK03280","SCH0093","TIRUNELVELI","MADURAI",2024-11-18,"Festive",FALSE,"Volvo AC Semi-Sleeper",175,8,"Online","Sleeper","Adult",260,FALSE,0,260
"BK03281","SCH0024","CHENNAI KILAMBAKKAM KCBT","THANJAVUR",2024-11-20,"Festive",FALSE,"Volvo AC Seater",347,6,"Counter","Sleeper","Senior",500,TRUE,375,125
"BK03282","SCH0162","CHENNAI KILAMBAKKAM KCBT","TRICHY",2025-01-14,"Winter",TRUE,"Volvo AC Semi-Sleeper",336,7,"Online","Sleeper","Adult",545,FALSE,0,545
"BK03283","SCH0388","CHENNAI KILAMBAKKAM KCBT","THANJAVUR",2024-09-26,"Normal",FALSE,"Volvo AC Semi-Sleeper",347,30,"Online","Sleeper","Adult",490,FALSE,0,490
"BK03284","SCH0007","MADURAI","TRICHY",2024-10-13,"Festive",FALSE,"Volvo AC Sleeper",135,17,"Online","Seater","Adult",180,FALSE,0,180
"BK03285","SCH0424","CHENNAI KILAMBAKKAM KCBT","COIMBATORE",2024-10-17,"Festive",FALSE,"Volvo AC Sleeper",497,24,"Counter","Semi-Sleeper","Adult",670,FALSE,0,670
"BK03286","SCH0340","NAGERCOIL","MADURAI",2024-12-24,"Winter",FALSE,"Volvo AC Semi-Sleeper",241,8,"Counter","Semi-Sleeper","Adult",395,FALSE,0,395
"BK03287","SCH0209","CHENNAI KILAMBAKKAM KCBT","TIRUNELVELI",2024-09-23,"Normal",FALSE,"Volvo AC Semi-Sleeper",631,15,"Online","Sleeper","Senior",810,FALSE,0,810
"BK03288","SCH0259","CHENNAI KILAMBAKKAM KCBT","SALEM",2025-01-08,"Winter",FALSE,"Volvo AC Semi-Sleeper",337,6,"Online","Sleeper","Adult",535,FALSE,0,535
"BK03289","SCH0489","NAGERCOIL","MADURAI",2025-02-26,"Winter",TRUE,"Volvo AC Sleeper",241,5,"Online","Sleeper","Adult",435,FALSE,0,435
"BK03290","SCH0085","NAGERCOIL","TIRUNELVELI",2024-12-30,"Winter",FALSE,"Volvo AC Seater",84,21,"Online","Semi-Sleeper","Adult",135,FALSE,0,135
"BK03291","SCH0480","NAGERCOIL","TRICHY",2024-12-17,"Winter",FALSE,"Volvo AC Seater",395,30,"Online","Sleeper","Adult",585,FALSE,0,585
"BK03292","SCH0371","TIRUPPUR","SALEM",2024-09-10,"Normal",FALSE,"Volvo AC Sleeper",132,29,"Agent","Semi-Sleeper","Adult",185,FALSE,0,185
"BK03293","SCH0231","TIRUNELVELI","MADURAI",2025-02-10,"Winter",FALSE,"Volvo AC Seater",175,0,"Online","Sleeper","Adult",385,FALSE,0,385
"BK03294","SCH0368","CHENNAI KILAMBAKKAM KCBT","COIMBATORE",2024-12-09,"Winter",FALSE,"Volvo AC Semi-Sleeper",497,23,"Online","Sleeper","Adult",760,FALSE,0,760
"BK03295","SCH0341","MADURAI","TRICHY",2024-09-22,"Normal",FALSE,"Volvo AC Seater",135,10,"Counter","Semi-Sleeper","Student",180,FALSE,0,180
"BK03296","SCH0412","TIRUCHENDUR","TRICHY",2024-12-14,"Winter",FALSE,"Volvo AC Semi-Sleeper",327,11,"Online","Sleeper","Adult",495,FALSE,0,495
"BK03297","SCH0327","NAGERCOIL","MADURAI",2025-02-14,"Winter",FALSE,"Volvo AC Sleeper",241,2,"Online","Sleeper","Senior",425,FALSE,0,425
"BK03298","SCH0293","NAGERCOIL","TRICHY",2025-01-03,"Winter",FALSE,"Volvo AC Sleeper",395,7,"Online","Semi-Sleeper","Student",605,FALSE,0,605
"BK03299","SCH0376","CHENNAI KILAMBAKKAM KCBT","TIRUCHENDUR",2024-10-29,"Festive",FALSE,"Volvo AC Sleeper",630,24,"Online","Semi-Sleeper","Adult",885,FALSE,0,885
"BK03300","SCH0051","CHENNAI KILAMBAKKAM KCBT","TIRUCHENDUR",2025-01-31,"Winter",FALSE,"Volvo AC Semi-Sleeper",630,26,"Online","Sleeper","Student",805,FALSE,0,805
"BK03301","SCH0388","CHENNAI KILAMBAKKAM KCBT","THANJAVUR",2024-09-26,"Normal",FALSE,"Volvo AC Semi-Sleeper",347,10,"Online","Sleeper","Adult",535,FALSE,0,535
"BK03302","SCH0239","CHENNAI KILAMBAKKAM KCBT","TRICHY",2025-01-14,"Winter",TRUE,"Volvo AC Seater",336,7,"Online","Semi-Sleeper","Adult",550,FALSE,0,550
"BK03303","SCH0453","NAGERCOIL","TRICHY",2024-11-11,"Festive",FALSE,"Volvo AC Seater",395,3,"Online","Semi-Sleeper","Student",685,FALSE,0,685
"BK03304","SCH0221","NAGERCOIL","TIRUNELVELI",2024-09-07,"Normal",FALSE,"Volvo AC Sleeper",84,3,"Online","Sleeper","Adult",170,FALSE,0,170
"BK03305","SCH0320","CHENNAI KILAMBAKKAM KCBT","MADURAI",2024-09-26,"Normal",FALSE,"Volvo AC Semi-Sleeper",463,10,"Online","Sleeper","Adult",700,FALSE,0,700
"BK03306","SCH0320","CHENNAI KILAMBAKKAM KCBT","MADURAI",2024-09-26,"Normal",FALSE,"Volvo AC Semi-Sleeper",463,13,"Online","Semi-Sleeper","Child",355,FALSE,0,355
"BK03307","SCH0360","CHENNAI KILAMBAKKAM KCBT","COIMBATORE",2025-01-21,"Winter",FALSE,"Volvo AC Seater",497,24,"Agent","Semi-Sleeper","Adult",745,FALSE,0,745
"BK03308","SCH0251","CHENNAI KILAMBAKKAM KCBT","MADURAI",2024-10-23,"Festive",FALSE,"Volvo AC Sleeper",463,10,"Counter","Semi-Sleeper","Adult",670,FALSE,0,670
"BK03309","SCH0171","CHENNAI KILAMBAKKAM KCBT","THANJAVUR",2024-10-06,"Festive",FALSE,"Volvo AC Semi-Sleeper",347,9,"Online","Semi-Sleeper","Adult",510,FALSE,0,510
"BK03310","SCH0270","CHENNAI KILAMBAKKAM KCBT","MADURAI",2025-02-13,"Winter",FALSE,"Volvo AC Sleeper",463,3,"Online","Semi-Sleeper","Adult",865,TRUE,649,216
"BK03311","SCH0247","CHENNAI KILAMBAKKAM KCBT","THANJAVUR",2024-12-14,"Winter",FALSE,"Volvo AC Semi-Sleeper",347,14,"Online","Semi-Sleeper","Child",260,FALSE,0,260
"BK03312","SCH0357","CHENNAI KILAMBAKKAM KCBT","TIRUPPUR",2025-01-12,"Winter",FALSE,"Volvo AC Semi-Sleeper",480,4,"Phone","Semi-Sleeper","Senior",695,FALSE,0,695
"BK03313","SCH0006","BENGALURU","CHENNAI KILAMBAKKAM KCBT",2024-12-27,"Winter",FALSE,"Volvo AC Semi-Sleeper",346,24,"Online","Semi-Sleeper","Adult",570,FALSE,0,570
"BK03314","SCH0120","CHENNAI KILAMBAKKAM KCBT","SALEM",2025-01-13,"Winter",FALSE,"Volvo AC Sleeper",337,12,"Online","Seater","Senior",440,FALSE,0,440
"BK03315","SCH0140","COIMBATORE","SALEM",2024-10-09,"Festive",FALSE,"Volvo AC Semi-Sleeper",165,3,"Online","Semi-Sleeper","Adult",330,FALSE,0,330
"BK03316","SCH0443","CHENNAI KILAMBAKKAM KCBT","TIRUPPUR",2024-11-02,"Festive",FALSE,"Volvo AC Sleeper",480,1,"Online","Semi-Sleeper","Student",930,FALSE,0,930
"BK03317","SCH0372","BENGALURU","CHENNAI KILAMBAKKAM KCBT",2025-02-17,"Winter",FALSE,"Volvo AC Semi-Sleeper",346,0,"Counter","Semi-Sleeper","Adult",955,FALSE,0,955
"BK03318","SCH0383","CHENNAI KILAMBAKKAM KCBT","COIMBATORE",2024-09-05,"Normal",FALSE,"Volvo AC Sleeper",497,1,"Online","Semi-Sleeper","Adult",1180,FALSE,0,1180
"BK03319","SCH0404","TIRUNELVELI","MADURAI",2025-01-01,"Winter",TRUE,"Volvo AC Sleeper",175,13,"Counter","Semi-Sleeper","Adult",250,FALSE,0,250
"BK03320","SCH0428","NAGERCOIL","TRICHY",2024-12-31,"Winter",FALSE,"Volvo AC Sleeper",395,10,"Online","Sleeper","Student",510,FALSE,0,510
"BK03321","SCH0158","TIRUCHENDUR","MADURAI",2024-10-29,"Festive",FALSE,"Volvo AC Sleeper",195,1,"Counter","Sleeper","Adult",475,FALSE,0,475
"BK03322","SCH0132","CHENNAI KILAMBAKKAM KCBT","TIRUCHENDUR",2024-11-22,"Festive",FALSE,"Volvo AC Semi-Sleeper",630,21,"Online","Sleeper","Adult",920,FALSE,0,920
"BK03323","SCH0237","CHENNAI KILAMBAKKAM KCBT","NAGERCOIL",2024-12-26,"Winter",FALSE,"Volvo AC Sleeper",680,23,"Online","Sleeper","Adult",940,TRUE,705,235
"BK03324","SCH0090","BENGALURU","CHENNAI KILAMBAKKAM KCBT",2024-11-06,"Festive",FALSE,"Volvo AC Semi-Sleeper",346,22,"Online","Seater","Adult",605,FALSE,0,605
"BK03325","SCH0041","CHENNAI KILAMBAKKAM KCBT","TIRUPPUR",2025-02-02,"Winter",FALSE,"Volvo AC Sleeper",480,3,"Online","Semi-Sleeper","Adult",925,FALSE,0,925
"BK03326","SCH0222","TIRUCHENDUR","MADURAI",2025-02-01,"Winter",FALSE,"Volvo AC Sleeper",195,1,"Counter","Semi-Sleeper","Adult",420,FALSE,0,420
"BK03327","SCH0074","CHENNAI KILAMBAKKAM KCBT","THANJAVUR",2024-10-22,"Festive",FALSE,"Volvo AC Sleeper",347,12,"Online","Semi-Sleeper","Adult",535,FALSE,0,535
"BK03328","SCH0193","CHENNAI KILAMBAKKAM KCBT","THANJAVUR",2024-09-10,"Normal",FALSE,"Volvo AC Semi-Sleeper",347,5,"Counter","Semi-Sleeper","Senior",520,FALSE,0,520
"BK03329","SCH0202","CHENNAI KILAMBAKKAM KCBT","TIRUNELVELI",2025-01-31,"Winter",FALSE,"Volvo AC Semi-Sleeper",631,8,"Counter","Sleeper","Adult",920,FALSE,0,920
"BK03330","SCH0366","NAGERCOIL","MADURAI",2024-10-18,"Festive",FALSE,"Volvo AC Sleeper",241,6,"Online","Sleeper","Adult",440,FALSE,0,440
"BK03331","SCH0457","CHENNAI KILAMBAKKAM KCBT","TIRUCHENDUR",2024-10-25,"Festive",FALSE,"Volvo AC Seater",630,5,"Online","Sleeper","Adult",1050,FALSE,0,1050
"BK03332","SCH0138","CHENNAI KILAMBAKKAM KCBT","NAGERCOIL",2024-11-22,"Festive",FALSE,"Volvo AC Seater",680,6,"Phone","Semi-Sleeper","Adult",1200,FALSE,0,1200
"BK03333","SCH0068","TIRUNELVELI","MADURAI",2024-10-04,"Festive",FALSE,"Volvo AC Sleeper",175,12,"Phone","Semi-Sleeper","Adult",270,FALSE,0,270
"BK03334","SCH0107","CHENNAI KILAMBAKKAM KCBT","TIRUPPUR",2024-10-24,"Festive",TRUE,"Volvo AC Sleeper",480,13,"Counter","Sleeper","Adult",690,FALSE,0,690
"BK03335","SCH0024","CHENNAI KILAMBAKKAM KCBT","THANJAVUR",2024-11-20,"Festive",FALSE,"Volvo AC Seater",347,0,"Counter","Sleeper","Adult",795,FALSE,0,795
"BK03336","SCH0263","NAGERCOIL","TRICHY",2025-01-08,"Winter",FALSE,"Volvo AC Sleeper",395,1,"Online","Semi-Sleeper","Adult",845,FALSE,0,845
"BK03337","SCH0078","TIRUCHENDUR","MADURAI",2024-09-25,"Normal",FALSE,"Volvo AC Sleeper",195,27,"Online","Seater","Adult",265,FALSE,0,265
"BK03338","SCH0178","CHENNAI KILAMBAKKAM KCBT","TIRUNELVELI",2025-02-15,"Winter",FALSE,"Volvo AC Seater",631,1,"Counter","Sleeper","Child",675,FALSE,0,675
"BK03339","SCH0450","CHENNAI KILAMBAKKAM KCBT","TIRUCHENDUR",2024-11-14,"Festive",FALSE,"Volvo AC Semi-Sleeper",630,1,"Online","Sleeper","Adult",1325,FALSE,0,1325
"BK03340","SCH0151","CHENNAI KILAMBAKKAM KCBT","TRICHY",2024-12-02,"Winter",FALSE,"Volvo AC Sleeper",336,4,"Counter","Sleeper","Adult",570,FALSE,0,570
"BK03341","SCH0360","CHENNAI KILAMBAKKAM KCBT","COIMBATORE",2025-01-21,"Winter",FALSE,"Volvo AC Seater",497,26,"Online","Semi-Sleeper","Child",360,FALSE,0,360
"BK03342","SCH0138","CHENNAI KILAMBAKKAM KCBT","NAGERCOIL",2024-11-22,"Festive",FALSE,"Volvo AC Seater",680,23,"Online","Sleeper","Adult",1025,FALSE,0,1025
"BK03343","SCH0045","BENGALURU","CHENNAI KILAMBAKKAM KCBT",2024-11-11,"Festive",FALSE,"Volvo AC Sleeper",346,0,"Online","Semi-Sleeper","Senior",815,FALSE,0,815
"BK03344","SCH0438","THANJAVUR","TRICHY",2025-02-09,"Winter",FALSE,"Volvo AC Seater",77,14,"Agent","Sleeper","Adult",115,FALSE,0,115
"BK03345","SCH0424","CHENNAI KILAMBAKKAM KCBT","COIMBATORE",2024-10-17,"Festive",FALSE,"Volvo AC Sleeper",497,4,"Online","Sleeper","Adult",835,FALSE,0,835
"BK03346","SCH0193","CHENNAI KILAMBAKKAM KCBT","THANJAVUR",2024-09-10,"Normal",FALSE,"Volvo AC Semi-Sleeper",347,15,"Agent","Sleeper","Adult",440,FALSE,0,440
"BK03347","SCH0143","COIMBATORE","SALEM",2024-09-30,"Normal",FALSE,"Volvo AC Sleeper",165,3,"Online","Seater","Adult",345,FALSE,0,345
"BK03348","SCH0343","CHENNAI KILAMBAKKAM KCBT","THANJAVUR",2024-09-16,"Normal",FALSE,"Volvo AC Seater",347,12,"Online","Sleeper","Adult",500,FALSE,0,500
"BK03349","SCH0227","CHENNAI KILAMBAKKAM KCBT","TRICHY",2025-01-23,"Winter",FALSE,"Volvo AC Semi-Sleeper",336,24,"Online","Seater","Adult",465,FALSE,0,465
"BK03350","SCH0050","CHENNAI KILAMBAKKAM KCBT","TIRUPPUR",2024-11-30,"Festive",FALSE,"Volvo AC Sleeper",480,7,"Online","Sleeper","Adult",795,FALSE,0,795
"BK03351","SCH0238","TIRUNELVELI","TRICHY",2024-09-25,"Normal",FALSE,"Volvo AC Seater",315,2,"Counter","Sleeper","Senior",525,FALSE,0,525
"BK03352","SCH0462","CHENNAI KILAMBAKKAM KCBT","NAGERCOIL",2024-12-20,"Winter",FALSE,"Volvo AC Semi-Sleeper",680,24,"Online","Seater","Adult",955,FALSE,0,955
"BK03353","SCH0486","TIRUCHENDUR","MADURAI",2024-11-27,"Festive",FALSE,"Volvo AC Sleeper",195,8,"Online","Sleeper","Senior",290,FALSE,0,290
"BK03354","SCH0031","CHENNAI KILAMBAKKAM KCBT","THANJAVUR",2024-12-18,"Winter",FALSE,"Volvo AC Seater",347,19,"Counter","Sleeper","Adult",475,FALSE,0,475
"BK03355","SCH0313","TIRUCHENDUR","TRICHY",2024-11-21,"Festive",FALSE,"Volvo AC Sleeper",327,5,"Online","Semi-Sleeper","Adult",555,FALSE,0,555
"BK03356","SCH0157","CHENNAI KILAMBAKKAM KCBT","THANJAVUR",2024-10-12,"Festive",TRUE,"Volvo AC Semi-Sleeper",347,11,"Agent","Seater","Adult",505,FALSE,0,505
"BK03357","SCH0361","MADURAI","TRICHY",2025-01-25,"Winter",FALSE,"Volvo AC Semi-Sleeper",135,4,"Agent","Semi-Sleeper","Student",200,FALSE,0,200
"BK03358","SCH0208","NAGERCOIL","MADURAI",2024-12-10,"Winter",FALSE,"Volvo AC Sleeper",241,7,"Counter","Sleeper","Adult",450,FALSE,0,450
"BK03359","SCH0312","CHENNAI KILAMBAKKAM KCBT","SALEM",2024-12-30,"Winter",FALSE,"Volvo AC Semi-Sleeper",337,11,"Online","Sleeper","Adult",520,FALSE,0,520
"BK03360","SCH0423","CHENNAI KILAMBAKKAM KCBT","SALEM",2024-10-24,"Festive",TRUE,"Volvo AC Semi-Sleeper",337,16,"Phone","Semi-Sleeper","Adult",450,FALSE,0,450
"BK03361","SCH0437","CHENNAI KILAMBAKKAM KCBT","COIMBATORE",2024-10-25,"Festive",FALSE,"Volvo AC Semi-Sleeper",497,9,"Counter","Seater","Senior",730,FALSE,0,730
"BK03362","SCH0462","CHENNAI KILAMBAKKAM KCBT","NAGERCOIL",2024-12-20,"Winter",FALSE,"Volvo AC Semi-Sleeper",680,15,"Agent","Semi-Sleeper","Student",820,FALSE,0,820
"BK03363","SCH0127","TIRUNELVELI","TRICHY",2024-10-02,"Festive",TRUE,"Volvo AC Sleeper",315,7,"Counter","Sleeper","Adult",515,FALSE,0,515
"BK03364","SCH0407","NAGERCOIL","TRICHY",2024-10-18,"Festive",FALSE,"Volvo AC Semi-Sleeper",395,10,"Online","Sleeper","Adult",595,FALSE,0,595
"BK03365","SCH0148","NAGERCOIL","MADURAI",2025-02-23,"Winter",FALSE,"Volvo AC Seater",241,4,"Online","Sleeper","Adult",425,FALSE,0,425
"BK03366","SCH0468","CHENNAI KILAMBAKKAM KCBT","SALEM",2025-01-26,"Winter",TRUE,"Volvo AC Semi-Sleeper",337,23,"Counter","Sleeper","Senior",425,FALSE,0,425
"BK03367","SCH0359","CHENNAI KILAMBAKKAM KCBT","MADURAI",2024-12-31,"Winter",FALSE,"Volvo AC Sleeper",463,13,"Phone","Semi-Sleeper","Senior",630,FALSE,0,630
"BK03368","SCH0003","CHENNAI KILAMBAKKAM KCBT","TIRUNELVELI",2024-09-14,"Normal",FALSE,"Volvo AC Sleeper",631,14,"Counter","Sleeper","Adult",985,FALSE,0,985
"BK03369","SCH0190","COIMBATORE","SALEM",2024-10-03,"Festive",FALSE,"Volvo AC Sleeper",165,18,"Counter","Sleeper","Senior",220,FALSE,0,220
"BK03370","SCH0002","CHENNAI KILAMBAKKAM KCBT","TIRUCHENDUR",2025-02-26,"Winter",TRUE,"Volvo AC Semi-Sleeper",630,24,"Phone","Seater","Adult",965,FALSE,0,965
"BK03371","SCH0281","CHENNAI KILAMBAKKAM KCBT","COIMBATORE",2025-01-15,"Winter",TRUE,"Volvo AC Seater",497,20,"Agent","Sleeper","Adult",670,FALSE,0,670
"BK03372","SCH0127","TIRUNELVELI","TRICHY",2024-10-02,"Festive",TRUE,"Volvo AC Sleeper",315,19,"Counter","Sleeper","Child",205,FALSE,0,205
"BK03373","SCH0298","CHENNAI KILAMBAKKAM KCBT","THANJAVUR",2024-10-03,"Festive",FALSE,"Volvo AC Sleeper",347,3,"Phone","Semi-Sleeper","Senior",605,FALSE,0,605
"BK03374","SCH0375","CHENNAI KILAMBAKKAM KCBT","TIRUPPUR",2025-01-24,"Winter",FALSE,"Volvo AC Semi-Sleeper",480,6,"Online","Semi-Sleeper","Adult",780,FALSE,0,780
"BK03375","SCH0435","CHENNAI KILAMBAKKAM KCBT","SALEM",2024-12-24,"Winter",FALSE,"Volvo AC Sleeper",337,3,"Agent","Seater","Adult",665,FALSE,0,665
"BK03376","SCH0188","CHENNAI KILAMBAKKAM KCBT","TIRUCHENDUR",2025-01-29,"Winter",FALSE,"Volvo AC Semi-Sleeper",630,11,"Online","Seater","Senior",930,FALSE,0,930
"BK03377","SCH0088","CHENNAI KILAMBAKKAM KCBT","THANJAVUR",2024-11-03,"Festive",FALSE,"Volvo AC Semi-Sleeper",347,4,"Online","Seater","Adult",550,FALSE,0,550
"BK03378","SCH0152","CHENNAI KILAMBAKKAM KCBT","TIRUNELVELI",2025-02-11,"Winter",FALSE,"Volvo AC Semi-Sleeper",631,6,"Counter","Semi-Sleeper","Senior",985,FALSE,0,985
"BK03379","SCH0446","TIRUNELVELI","MADURAI",2024-11-09,"Festive",FALSE,"Volvo AC Sleeper",175,1,"Online","Sleeper","Adult",360,FALSE,0,360
"BK03380","SCH0430","CHENNAI KILAMBAKKAM KCBT","MADURAI",2024-12-12,"Winter",FALSE,"Volvo AC Sleeper",463,6,"Agent","Seater","Student",655,FALSE,0,655
"BK03381","SCH0310","CHENNAI KILAMBAKKAM KCBT","MADURAI",2024-11-06,"Festive",FALSE,"Volvo AC Sleeper",463,30,"Phone","Sleeper","Adult",635,FALSE,0,635
"BK03382","SCH0471","NAGERCOIL","TIRUNELVELI",2024-12-28,"Winter",FALSE,"Volvo AC Sleeper",84,4,"Counter","Sleeper","Adult",150,FALSE,0,150
"BK03383","SCH0392","TIRUNELVELI","MADURAI",2024-09-06,"Normal",FALSE,"Volvo AC Semi-Sleeper",175,2,"Online","Seater","Adult",310,FALSE,0,310
"BK03384","SCH0446","TIRUNELVELI","MADURAI",2024-11-09,"Festive",FALSE,"Volvo AC Sleeper",175,10,"Phone","Sleeper","Adult",265,FALSE,0,265
"BK03385","SCH0354","CHENNAI KILAMBAKKAM KCBT","TIRUPPUR",2025-02-22,"Winter",FALSE,"Volvo AC Semi-Sleeper",480,1,"Counter","Seater","Student",935,TRUE,701,234
"BK03386","SCH0129","CHENNAI KILAMBAKKAM KCBT","TIRUPPUR",2024-10-25,"Festive",FALSE,"Volvo AC Semi-Sleeper",480,1,"Online","Sleeper","Senior",935,FALSE,0,935
"BK03387","SCH0292","CHENNAI KILAMBAKKAM KCBT","TIRUCHENDUR",2024-12-02,"Winter",FALSE,"Volvo AC Sleeper",630,4,"Agent","Sleeper","Senior",960,FALSE,0,960
